date,Mean discharge
30/9/2002,1015
1/10/2002,882.0999756
2/10/2002,806.4000244
3/10/2002,749
4/10/2002,628.2999878
5/10/2002,526
6/10/2002,465.6000061
7/10/2002,446.6000061
8/10/2002,458.6000061
9/10/2002,471.2999878
10/10/2002,469.2000122
11/10/2002,460.2000122
12/10/2002,468.3999939
13/10/2002,467
14/10/2002,469.7999878
15/10/2002,461
16/10/2002,447.3999939
17/10/2002,458.5
18/10/2002,482.2999878
19/10/2002,467.7000122
20/10/2002,417.7999878
21/10/2002,377.5
22/10/2002,353.2000122
23/10/2002,340.6000061
24/10/2002,333.1000061
25/10/2002,338.7999878
26/10/2002,350.7999878
27/10/2002,340.3999939
28/10/2002,310.2000122
29/10/2002,274.3999939
30/10/2002,251.6000061
31/10/2002,250
1/11/2002,252.6999969
2/11/2002,254.3000031
3/11/2002,263.6000061
4/11/2002,271.6000061
5/11/2002,268.8999939
6/11/2002,256.3999939
7/11/2002,233.3999939
8/11/2002,225
9/11/2002,228.3000031
10/11/2002,226.8000031
11/11/2002,218.1000061
12/11/2002,208.8999939
13/11/2002,205.6000061
14/11/2002,204.6000061
15/11/2002,209.6000061
16/11/2002,225.3000031
17/11/2002,225.8999939
18/11/2002,220.1000061
19/11/2002,216.3999939
20/11/2002,211.1000061
21/11/2002,204.6999969
22/11/2002,207.6000061
23/11/2002,220.1999969
24/11/2002,224.6000061
25/11/2002,223.3999939
26/11/2002,224.3999939
27/11/2002,216.8000031
28/11/2002,206.3999939
29/11/2002,204.1000061
30/11/2002,211.3999939
1/12/2002,216
2/12/2002,216.8999939
3/12/2002,213
4/12/2002,204.1000061
5/12/2002,189.8999939
6/12/2002,179.8000031
7/12/2002,197.5
8/12/2002,213
9/12/2002,216.8999939
10/12/2002,204.6999969
11/12/2002,194.3000031
12/12/2002,198.8000031
13/12/2002,212.8999939
14/12/2002,219.3000031
15/12/2002,209.3999939
16/12/2002,204.1999969
17/12/2002,207.8000031
18/12/2002,207.5
19/12/2002,211.8000031
20/12/2002,210.6000061
21/12/2002,205.8999939
22/12/2002,202.6999969
23/12/2002,217
24/12/2002,244.6999969
25/12/2002,248.6999969
26/12/2002,240.6999969
27/12/2002,235.5
28/12/2002,233.6000061
29/12/2002,232.6999969
30/12/2002,233.6000061
31/12/2002,235.6000061
1/1/2003,235.8999939
2/1/2003,231.5
3/1/2003,228.6000061
4/1/2003,228.6999969
5/1/2003,227.8999939
6/1/2003,232.1999969
7/1/2003,232.3999939
8/1/2003,226.8999939
9/1/2003,217.6999969
10/1/2003,216.3000031
11/1/2003,226.3000031
12/1/2003,225.3000031
13/1/2003,214.1999969
14/1/2003,203.6999969
15/1/2003,193.8000031
16/1/2003,185.8000031
17/1/2003,175.1999969
18/1/2003,169
19/1/2003,165
20/1/2003,164.1999969
21/1/2003,164.5
22/1/2003,164.1000061
23/1/2003,161.3999939
24/1/2003,155.8999939
25/1/2003,152.8999939
26/1/2003,152.3999939
27/1/2003,155.6999969
28/1/2003,155.8000031
29/1/2003,155.5
30/1/2003,155.1000061
31/1/2003,153
1/2/2003,150.3999939
2/2/2003,153.1999969
3/2/2003,157.8999939
4/2/2003,161.1999969
5/2/2003,162.6000061
6/2/2003,159
7/2/2003,151.8999939
8/2/2003,156.6999969
9/2/2003,186.3999939
10/2/2003,221.6999969
11/2/2003,227
12/2/2003,205
13/2/2003,183.6999969
14/2/2003,170.5
15/2/2003,174.8000031
16/2/2003,175.5
17/2/2003,167
18/2/2003,159.1000061
19/2/2003,168.6000061
20/2/2003,189.6000061
21/2/2003,210.1999969
22/2/2003,209.1999969
23/2/2003,212.6000061
24/2/2003,211.3999939
25/2/2003,198.5
26/2/2003,195.1999969
27/2/2003,203.8999939
28/2/2003,210.1000061
1/3/2003,211.5
2/3/2003,211.1000061
3/3/2003,207.5
4/3/2003,202.6000061
5/3/2003,183.1000061
6/3/2003,153.1999969
7/3/2003,147.8999939
8/3/2003,204.8999939
9/3/2003,235
10/3/2003,231.1000061
