,0
2015-03-10,980004
2015-03-11,979736
2015-03-12,982760
2015-03-13,982745
2015-03-14,982537
2015-03-15,982971
2015-03-16,980830
2015-03-17,982842
2015-03-18,979711
2015-03-19,982747
2015-03-20,982696
2015-03-21,982322
2015-03-22,982491
2015-03-23,980309
2015-03-24,981031
2015-03-25,980238
2015-03-26,983766
2015-03-27,983909
2015-03-28,983217
2015-03-29,984356
2015-03-30,983038
2015-03-31,980862
2015-04-06,979636
2015-04-07,980188
2015-04-08,981985
2015-04-09,981928
2015-04-10,983278
2015-04-11,985892
2015-04-12,983411
2015-04-13,983730
2015-04-14,983600
2015-04-15,980685
2015-04-16,981885
2015-04-17,982055
2015-04-18,982033
2015-04-19,983722
2015-04-20,984308
2015-04-21,984957
2015-04-22,984813
2015-04-23,983185
2015-04-24,983372
2015-04-25,982490
2015-04-26,981972
2015-04-27,983482
2015-04-28,982169
2015-04-29,982942
2015-04-30,982673
2015-05-01,983999
2015-05-02,985117
2015-05-03,984715
2015-05-04,985312
2015-05-05,983246
2015-05-06,982020
2015-05-07,982056
2015-05-08,983085
2015-05-09,983560
2015-05-10,986401
2015-05-11,986428
2015-05-12,985900
2015-05-13,986125
2015-05-14,985775
2015-05-15,984891
2015-05-16,983958
2015-05-17,982867
2015-05-18,981861
2015-05-19,983239
2015-05-20,985143
2015-05-21,984429
2015-05-22,984739
2015-05-23,983902
2015-05-24,981245
2015-05-25,981652
2015-05-26,981300
2015-05-27,980330
2015-05-28,980479
2015-05-29,982048
2015-05-30,982795
2015-05-31,985068
2015-06-01,985970
2015-06-02,986192
2015-06-03,983905
2015-06-04,982765
2015-06-05,983223
2015-06-06,981442
